index,header,contents,type,page_url,is_howto,char_count,word_count,tld
665,Environment Manipulation,"[[autodoc]] utils.patch_environment
 
 [[autodoc]] utils.clear_environment
 
 [[autodoc]] utils.write_basic_config
 
 When setting up 🤗 Accelerate for the first time, rather than running `accelerate config` [~utils.write_basic_config] can be used as an alternative for quick configuration.",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#environment-manipulation,False,289,33,https://huggingface.co
667,Modeling,"These utilities relate to interacting with PyTorch models
 
 [[autodoc]] utils.extract_model_from_parallel
 
 [[autodoc]] utils.get_max_layer_size
 
 [[autodoc]] utils.offload_state_dict",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#modeling,False,186,17,https://huggingface.co
668,Parallel,"These include general utilities that should be used when working in parallel.
 
 [[autodoc]] utils.extract_model_from_parallel
 
 [[autodoc]] utils.save
 
 [[autodoc]] utils.wait_for_everyone",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#parallel,False,191,21,https://huggingface.co
669,Random,"These utilities relate to setting and synchronizing of all the random states.
 
 [[autodoc]] utils.set_seed
 
 [[autodoc]] utils.synchronize_rng_state
 
 [[autodoc]] utils.synchronize_rng_states",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#random,False,194,21,https://huggingface.co
670,PyTorch XLA,"These include utilities that are useful while using PyTorch with XLA.
 
 [[autodoc]] utils.install_xla",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#pytorch-xla,False,102,14,https://huggingface.co
671,Loading model weights,"These include utilities that are useful to load checkpoints.
 
 [[autodoc]] utils.load_checkpoint_in_model",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#loading-model-weights,False,106,12,https://huggingface.co
672,Quantization,"These include utilities that are useful to quantize model.
 
 [[autodoc]] utils.load_and_quantize_model
 
 [[autodoc]] utils.BnbQuantizationConfig",H2,https://huggingface.co/docs/accelerate/source/package_reference/utilities#quantization,False,146,15,https://huggingface.co
674,Utilities for DeepSpeed,"[[autodoc]] utils.DeepSpeedPlugin
 
 [[autodoc]] utils.DummyOptim
 
 [[autodoc]] utils.DummyScheduler
 
 [[autodoc]] utils.DeepSpeedEngineWrapper
 
 [[autodoc]] utils.DeepSpeedOptimizerWrapper
 
 [[autodoc]] utils.DeepSpeedSchedulerWrapper",H1,https://huggingface.co/docs/accelerate/source/package_reference/deepspeed#utilities-for-deepspeed,False,239,17,https://huggingface.co
676,Logging with Accelerate,"Accelerate has its own logging utility to handle logging while in a distributed system.
 To utilize this replace cases of `logging` with `accelerate.logging`:",H1,https://huggingface.co/docs/accelerate/source/package_reference/logging#logging-with-accelerate,False,158,23,https://huggingface.co
677,Setting the log level,"The log level can be set with the `ACCELERATE_LOG_LEVEL` environment variable or by passing 
 `log_level` to `get_logger`:
 ```python
 from accelerate.logging import get_logger
 
 logger = get_logger(__name__, log_level=""INFO"")
 ```
 
 [[autodoc]] logging.get_logger",H2,https://huggingface.co/docs/accelerate/source/package_reference/logging#setting-the-log-level,False,266,32,https://huggingface.co
681,"Wrapper classes for torch Dataloaders, Optimizers, and Schedulers","The internal classes Accelerate uses to prepare objects for distributed training
 when calling [`~Accelerator.prepare`].",H1,https://huggingface.co/docs/accelerate/source/package_reference/torch_wrappers#wrapper-classes-for-torch-dataloaders-optimizers-and-schedulers,False,120,14,https://huggingface.co
682,Datasets and DataLoaders,"[[autodoc]] data_loader.prepare_data_loader
 [[autodoc]] data_loader.skip_first_batches
 
 [[autodoc]] data_loader.BatchSamplerShard
 [[autodoc]] data_loader.IterableDatasetShard
 [[autodoc]] data_loader.DataLoaderShard
 [[autodoc]] data_loader.DataLoaderDispatcher",H2,https://huggingface.co/docs/accelerate/source/package_reference/torch_wrappers#datasets-and-dataloaders,False,265,13,https://huggingface.co
686,Launchers,"Functions for launching training on distributed processes.
 
 
 [[autodoc]] accelerate.notebook_launcher
 [[autodoc]] accelerate.debug_launcher",H1,https://huggingface.co/docs/accelerate/source/package_reference/launchers#launchers,False,143,13,https://huggingface.co
688,Debugging Distributed Operations,"When running scripts in a distributed fashion, often functions such as [`Accelerator.gather`] and [`Accelerator.reduce`] (and others) are neccessary to grab tensors across devices and perform certain operations on them. However, if the tensors which are being grabbed are not the proper shapes then this will result in your code hanging forever. The only sign that exists of this truly happening is hitting a timeout exception from `torch.distributed`, but this can get quite costly as usually the timeout is 10 minutes.
 
 Accelerate now has a `debug` mode which adds a neglible amount of time to each operation, but allows it to verify that the inputs you are bringing in can *actually* perform the operation you want **without** hitting this timeout problem!",H1,https://huggingface.co/docs/accelerate/source/usage_guides/debug#debugging-distributed-operations,False,761,121,https://huggingface.co
689,Visualizing the problem,"To have a tangible example of this issue, let's take the following setup (on 2 GPUs):
 
 ```python
 from accelerate import PartialState
 
 state = PartialState()
 if state.process_index == 0:
     tensor = torch.tensor([[0.0, 1, 2, 3, 4]]).to(state.device)
 else:
     tensor = torch.tensor([[[0.0, 1, 2, 3, 4], [5, 6, 7, 8, 9]]]).to(state.device)
 
 broadcast_tensor = broadcast(tensor)
 print(broadcast_tensor)
 ```
 
 We've created a single tensor on each device, with two radically different shapes. With this setup if we want to perform an operation such as [`utils.broadcast`], we would forever hit a timeout because `torch.distributed` requires that these operations have the **exact same shape** across all processes for it to work.
 
 If you run this yourself, you will find that `broadcast_tensor` can be printed on the main process, but its results won't quite be right, and then it will just hang never printing it on any of the other processes:
 
 ```
 >>> tensor([[0, 1, 2, 3, 4]], device='cuda:0')
 ```",H2,https://huggingface.co/docs/accelerate/source/usage_guides/debug#visualizing-the-problem,False,1017,165,https://huggingface.co
690,The solution,"By enabling Accelerate's operational debug mode, Accelerate will properly find and catch errors such as this and provide a very clear traceback immediatly: 
 
 ```
 Traceback (most recent call last):
   File ""/home/zach_mueller_huggingface_co/test.py"", line 18, in <module>
     main()
   File ""/home/zach_mueller_huggingface_co/test.py"", line 15, in main
         main()broadcast_tensor = broadcast(tensor)
   File ""/home/zach_mueller_huggingface_co/accelerate/src/accelerate/utils/operations.py"", line 303, in wrapper
     broadcast_tensor = broadcast(tensor)
 accelerate.utils.operations.DistributedOperationException: Cannot apply desired operation due to shape mismatches. All shapes across devices must be valid.
 
 Operation: `accelerate.utils.operations.broadcast`
 Input shapes:
   - Process 0: [1, 5]
   - Process 1: [1, 2, 5]
 ```
 
 This explains that the shapes across our devices were *not* the same, and that we should ensure that they match properly to be compatible. Typically this means that there is either an extra dimension, or certain dimensions are incompatible with the operation.
 
 To enable this please do one of the following:
 
 Enable it through the questionarre during `accelerate config` (recommended)
 
 From the CLI: 
 
 ```
 accelerate launch --debug {my_script.py} --arg1 --arg2
 ```
 
 As an environmental variable (which avoids the need for `accelerate launch`):
 
 ```
 ACCELERATE_DEBUG_MODE=""1"" accelerate launch {my_script.py} --arg1 --arg2
 ```
 
 Manually changing the `config.yaml` file:
 
 ```diff
  compute_environment: LOCAL_MACHINE
 +debug: true
 ```",H2,https://huggingface.co/docs/accelerate/source/usage_guides/debug#the-solution,False,1598,227,https://huggingface.co
692,Amazon SageMaker,"Hugging Face and Amazon introduced new [Hugging Face Deep Learning Containers (DLCs)](https://github.com/aws/deep-learning-containers/blob/master/available_images.md#huggingface-training-containers) to
 make it easier than ever to train Hugging Face Transformer models in [Amazon SageMaker](https://aws.amazon.com/sagemaker/).",H1,https://huggingface.co/docs/accelerate/source/usage_guides/sagemaker#amazon-sagemaker,False,326,27,https://huggingface.co
694,Setup & Installation,"Before you can run your 🤗 Accelerate scripts on Amazon SageMaker you need to sign up for an AWS account. If you do not
 have an AWS account yet learn more [here](https://docs.aws.amazon.com/sagemaker/latest/dg/gs-set-up.html).
 
 After you have your AWS Account you need to install the `sagemaker` sdk for 🤗 Accelerate with:
 
 ```bash
 pip install ""accelerate[sagemaker]"" --upgrade
 ```
 
 🤗 Accelerate currently uses the 🤗 DLCs, with `transformers`, `datasets` and `tokenizers` pre-installed. 🤗
 Accelerate is not in the DLC yet (will soon be added!) so to use it within Amazon SageMaker you need to create a
 `requirements.txt` in the same directory where your training script is located and add it as dependency:
 
 ```
 accelerate
 ```
 
 You should also add any other dependencies you have to this `requirements.txt`.",H3,https://huggingface.co/docs/accelerate/source/usage_guides/sagemaker#setup-installation,False,823,128,https://huggingface.co
695,Configure 🤗 Accelerate,"You can configure the launch configuration for Amazon SageMaker the same as you do for non SageMaker training jobs with
 the 🤗 Accelerate CLI:
 
 ```bash
 accelerate config",H3,https://huggingface.co/docs/accelerate/source/usage_guides/sagemaker#configure-accelerate,False,172,28,https://huggingface.co
